Label,clean_text,String,encoded_label,is_toxic
Bullying,ih ko melet2 si kaya hewan saja wkwkwkwk,"""Ih ko melet2 si kaya hewan aja wkwkwkwk""",0.0,False
Bullying,iuu pilih iblis daripada bidadarii kwkwkw jyjyq,"""Iuu milih iblis drpd bidadarii kwkwkw jyjyq""",0.0,True
Bullying,melet2 sudah kaya anjing eh emah anjing,"""MELET2 UDAH KAYA ANJING, EH KAN EMAH ANJING""",0.0,True
Bullying,tidak nyadar saja nih sampah haha,"""ga nyadar aja nih sampah HAHA""",0.0,True
Bullying,lidah kuman and virus nih,"""Lidah banyak kuman and virus nih""",0.0,False
Non-bullying,ngira baju endorse kfc,"""Awalnya ngira baju endorse dari KFC, mirip '-'""",1.0,False
Non-bullying,saya kamu berkarya perbaiki tinggalkan yang negatif terlambat tetap orang yang hebat bahagia xrickolim,"""GUA MAU LO TERUS BERKARYA , PERBAIKI, TINGGALKAN YG NEGATIF , TIDAK ADA KATA TERLAMBAT , TTP JADI ORANG YG HEBAT DAN SELALU BAHAGIA @xrickolim""",1.0,False
Bullying,cita cita pakboi eh narkoboy nasib nasib,"""Cita cita ingin jadi pakboi , eh tapi malah jadi narkoboy nasib-nasib""",0.0,False
Bullying,kenapa kamu penjara sih,"""Napa lu balik dari penjara sih?""",0.0,False
Non-bullying,mending kamu tobat sudah,"""Mending lu pada tobat dah""",1.0,False
Bullying,dipenjara apalo sikat gigi bau ya baubau aroma bangsatttt,"""selama dipenjara apalo sikat gigi? KOK BAU YA, BAUBAU AROMA BANGSATTTT""",0.0,False
Bullying,gigi kamu apanya jigong kondom nya nyangkut,"""Gigi lo ada apanya? Jigong? Atau kondom nya nyangkut?""",0.0,False
Bullying,ih mukanya kek anjing rumah gwa,"""ih mukanya kek anjing rumah gwa""",0.0,True
Bullying,woi anak anjing ngapain kamu hidup bgst,"""woi anak anjing ngapain lu hidup bgst""",0.0,True
Bullying,sudah jelek tidak di jelek2 in bro,"""Udah jelek gak usah d jelek2 in lagi bro""",0.0,False
Bullying,ganteng tidak berbakat tidak kelebihannya di mana cobak,"""Ganteng kagak berbakat juga kagak kelebihannya dimana cobak?""",0.0,False
Bullying,benci saja ama orang jelek pakai selingkuh,"""Benci aja Ama orang jelek pake selingkuh segala""",0.0,False
Bullying,sudah tutup mulut nya bau kambing,"""Udah tutup mulut nya bau kambing""",0.0,False
Bullying,jualan jualan kenapa tidak yutuber bro takut tidak yang nonton yah,"""Jualan jualan knp ngga jadi yutuber lagi bro takut ngga ada yg nntn yah""",0.0,False
Non-bullying,mirip randy pangalila kalau tidak pakai kacamata,"""Kayak Randy Pangalila klo gk pake kacamata""",1.0,False
Non-bullying,kenapa liat muka bagi eric kaya enak begitu yang,"""Entah knp liat muka BG Eric sekarang kaya enak gitu .. dari pada yg dulu""",1.0,False
Bullying,ganteng nyasih anjing kucel gini jadi model,"""Apa ganteng nyasih anjing.. Kucel gini jadiin model""",0.0,True
Bullying,sepertinya ngeliat hancur deh,"""keknya dia ngeliat masa depan yang hancur deh""",0.0,False
Bullying,ingett hidup kamu tidak seenak rikkk hidup kamu susah salam teman smp pas kamu burikkk eh sekarang saja,"""INGETT HIDUP LO DULU GA SEENAK INI RIKKK. HIDUP LO SUSAH!!!! SALAM TEMEN SMP PAS LO BURIKKK. EH SKRG SAMA AJA""",0.0,False
Bullying,yaaaa yaaa kalau liat muka nya sumpah ngeselin sekali sudah operasi sono biar gantengan sedikit kalau jalan mall tidak kenal orang,"""Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah?.oprasi dulu sono..biar gantengan dikit.. Dan kalo jln ke mall gk di kenal orng.""",0.0,False
Bullying,sih artis jelek mah iya mukanya iyuhhh,"""dia ini siapa sih??? Artis bukan, jelek mah iya mukanya iyuhhh""",0.0,False
Bullying,era kamu mending kamu mati saja babi kalau baca balas nyet,"""Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet""",0.0,True
Non-bullying,segenap hati maaf,"""Saya segenap hati minta maap""",1.0,False
Bullying,bahagia utang,"""Dulu Bahagia Sekarang Banyak Utang""",0.0,False
Non-bullying,maju berkelas rik tidak jamannya lagi toxic tidak beraturan build sistem you will be big,"""Harus lebih maju berkelas rik!! Ga jamannya lg toxic dan ga beraturan.. build sistem!! You will be BIG""",1.0,False
Non-bullying,editan konsepnya nice sekali lahhh,"""editan sama konsepnya nice banget lahhh""",1.0,False
Bullying,iri babi hahah najis,"""iri kok sama babi hahah najis""",0.0,True
Bullying,kamu kaya anjing kaya babi,"""LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI""",0.0,True
Bullying,jelek saja tukang selingkuh kamu buriq,"""Jelek aja tukang selingkuh lo buriq !""",0.0,False
Non-bullying,komennya kek gini ya,"""kok kalian komennya pada kek gini ya""",1.0,False
Bullying,rick kamu tuh manusia kek tidak gunanya kamu dilahirin kedunia berbuat sayang nya kamu ngecewain orang gimana mau masuk surga,"""Rick lu tuh jadi manusia kek gk ada gunanya lu dilahirin kedunia untuk berbuat baik, sayang nya lu ngecewain org lain gimana mo masuk surga""",0.0,False
Non-bullying,kaloga cocok paksain,"""Kalian kaloga cocok mau di paksain?""",1.0,False
Non-bullying,ya biarin xrickolim gatau gimana aslinya ambil keputusan kalau sudah takdir tidak ada nentang njir,"""ya biarin @xrickolim kita gatau gimana aslinya masa kalian semua ambil keputusan sepihak?kalo udah takdir gaada yang bisa nentang njir""",1.0,False
Bullying,cocok memang orang mah orang kalau yang bejat mah memang cocok bejat ehehe,"""Cocok kok, emang orang baik mah buat org baik, kalo yg bejat mah emang cocok buat yang bejat juga ehehe""",0.0,True
Bullying,erick goblok pacaran ama lonte anj so bat,"""ERICK GOBLOK,MALAH PACARAN AMA LONTE ANJ,SO BAT""",0.0,True
Bullying,cocok sekali sama2 orang tidak benar biar hancur,"""Cocok banget sama2 orang gak bener biar lah dia hancur bersama""",0.0,False
Bullying,eh kek penampakan lonte,"""EH KEK ADA PENAMPAKAN LONTE""",0.0,True
Bullying,meninggalkan berlian tai sapi,"""Meninggalkan berlian demi Tai Sapi""",0.0,True
Bullying,era kamu lagi wkwkw sekarang kamu penuh cacimaki telen ludah,"""Ini bukan era lo lgi, wkwkw skrng lo penuh dengan cacimaki, telen ludah sendiri""",0.0,False
Bullying,pantes mulainya si ajg berulah,"""Pantes disini mulainya si ajg berulah""",0.0,False
Bullying,open bo tidak bang si listy om om yang cari cewek yang sudah pengalaman,"""Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!""",0.0,False
Bullying,buah nangka buah kemanggi tidak akhlak kamu babi,"""Buah nangka buah kemanggi gak ada akhlak lu babi""",0.0,True
Bullying,perlahan karirmu hancur bro kamu kebawan,"""Perlahan karirmu ancur bro dan lu akan kembali kebawan""",0.0,False
Bullying,biarkan sk69official bangkrut saja ceo nya gatau terima kasih haha,"""Biarkan @sk69official bangkrut aja. CEO nya gatau trimakasih haha""",0.0,False
Bullying,ngapain nginap rumah cowok tidak ada keluarga lagi kamu,"""ngapain juga nginap di rumah cowo, gaada keluarga lg lo?""",0.0,False
Bullying,eh pelakor pas sekali frame orang 3,"""Eh ada pelakor, pas banget frame ke tiga, orang ke 3""",0.0,False
Bullying,anak gblk dikasi berlian pilih kerikil,"""Anak gblk dikasi berlian malah milih kerikil""",0.0,False
Bullying,dikasih bidadari pilih dajjal awokawok v,"""Dikasih bidadari malah milih dajjal awokawok:v""",0.0,False
Non-bullying,hanya ngehina sadar tidak sempurna kaya,"""Jangan cuman bisa ngehina Dong Sadar Kalian Itu Ga sempurna sama kaya kami""",1.0,False
Bullying,kesihan saya orang otak dangkal kek gini,"""Kesihan gue sama org otak dangkal kek gini""",0.0,False
Bullying,murahh sekali kamu jijik saya dikick evos malah open bo,"""Murahh banget lo jijik gue ?. Dikick EVOS mlah open BO""",0.0,True
Bullying,senengnya menyesal nya seumur hidup miris sekali hidup kamu tolol meninggalkan berlian indah dipandang sayang segumpal tai kucing,"""senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing""",0.0,True
Bullying,indahnya pemandangan lont lont jual,"""Indahnya pemandangan banyak LonT lonT mau di jual""",0.0,False
Bullying,bidadari ditunjukan memang tidak pantes sma dajjal tidak tahu,"""bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri""",0.0,False
Non-bullying,tolong kasih tahu nya apaa gais,"""siapapun tolong kasih tau aku ini masalah nya apaa gais""",1.0,False
Bullying,dikasih hati yang malaikat pilih yang berhati iblis greget,"""dikasih hati yg malaikat milih yg berhati iblis greget:(""",0.0,True
Bullying,kasih bidadari pilih kotoran,"""Di kasih bidadari malah pilih kotoran""",0.0,False
Bullying,dikasih bidadari lonte,"""Dikasih bidadari malah minta lonte""",0.0,True
Bullying,tidak jadi beli model murahan barang murahan,"""Gajadi beli Model murahan barang pasti murahan""",0.0,False
Bullying,modelny saja murahan barangnya,"""Modelny aja murahan apalagi barangnya""",0.0,False
Bullying,muka macem pengamen gegayaan selingkuh untung sudah tidak sama jane lagi kebanting sama jane muka kamu,"""muka macem pengamen gegayaan selingkuh, untung udh ga sm jane lg, kebanting sm jane muke lu""",0.0,False
Bullying,males beli saya gara gara lonte,"""Males beli gua,gara gara ada lonte""",0.0,True
Bullying,bulug gini ya mukanya ehh maaf,"""Padahal bulug gini ya mukanya.. ehh,, maaf..""",0.0,False
Non-bullying,cantikan jessica ke mana,"""Padahal cantikan jessica kemana mana""",1.0,False
Bullying,dikasih bidadari pilih sampah,"""Dikasih bidadari malah milih sampah""",0.0,True
Bullying,yaelah muka pas an saja bangga kamu njing,"""yaelah muka pas""an aja bangga lu njing""",0.0,False
Bullying,pilih iblis bidadari haha,"""Wah ibarat lebih milih iblis daripada bidadari haha""",0.0,True
Bullying,rangga_kanahaya kenapa tidak truck sampah kek mukanya sampah,"""@rangga_kanahaya knp gk truck sampah, kek mukanya sampah""",0.0,True
Bullying,tidak jadi beli takut ketularan lonte nya,"""Gajadi beli, takut ketularan lonte nya""",0.0,True
Non-bullying,hujatan klean kasihan si listy kontrak nya di copot hujat dunia sangat kejam,"""hanya bisa melihat hujatan klean kasian si listy kontrak nya d copot , di hujat memang dunia sgt kejam""",1.0,True
Bullying,beli baju lonte nanti kena sial,"""Jangan beli baju lonte entar kena sial""",0.0,True
Bullying,dasar cewek kamu lonte tahu kamu,"""Dasar cewe lo itu LONTE tau kau!""",0.0,True
Non-bullying,sudah gapaham tolong,"""Disini pada kenapa dah? Aku gapaham tolong""",1.0,False
Bullying,ditengah manusia monyet kulitnya bercorak batik,"""Itu ditengah manusia apa monyet kok kulitnya bercorak batik""",0.0,True
Bullying,muka kamu anjing gwe ganteng anjing gwe rik,"""Muka lu sama anjing gwe..lebih ganteng anjing gwe rik""",0.0,True
Bullying,pens lonte jangan takut listi miskin karena dipecat karena bisa kaya lagi dengan ya nglonte,"""Buat kalian para pens lonte jgn tkut listi Miskin krna dipecat, krna dia bsa kaya lgi, dgn cara ya nglonte""",0.0,True
Bullying,etdah tinggalkan lonte situ waras mas wkwk,"""Etdah ninggalin yang baik demi lonte, situ waras mas wkwk""",0.0,True
Bullying,saya cewek murahan postingan,"""Gw melihat cewek murahan di postingan ini""",0.0,False
Bullying,sebelah kanan batik orang sudah warna nya kek taek babi si,"""yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?""",0.0,True
Bullying,ih ko muka jelek sekali siii seram kek setan,"""Ih ko muka jelek banget siii serem kek setan""",0.0,True
Bullying,foto ketiga jablay murahan,"""Itu yang foto ketiga jablay murahan bukan?""",0.0,True
Non-bullying,memang suci nghina segitu nya,"""Emang kalian se suci apa sampai nghina dia segitu nya""",1.0,False
Non-bullying,mending follow unfollow sudah tidak usah ribet,"""Mending yang follow pada unfollow Udeh gausah ribet""",1.0,False
Bullying,dekil tatoan mampus karir kamu hancurr pantek,"""Dekil tatoan, mampus karir Lo hancurr pantek""",0.0,True
Bullying,sudah berlian pilih batu nisan,"""Udah ada berlian malah milih batu nisan""",0.0,False
Bullying,alasan setan ama setan karena kalau setan bidadari sayapnya rontok diceker digigit dijambak2,"""Alasan setan ama setan, KARNA KALO SETAN SAMA BIDADARI, SAYAPNYA RONTOK, DICEKER, DIGIGIT, DIJAMBAK2""",0.0,True
Bullying,erick tidak akhlak jelek listy jelek,"""Lagian juga Erick gak ada akhlak jelek lagi Listy juga jelek""",0.0,False
Bullying,setan ma setan mahh memang cocokk udee,"""Setan ma setan mahh emg cocokk udee""",0.0,True
Bullying,lonte kurus pucet kek mayat hidup,"""Lonte kurus pucet kek mayat hidup""",0.0,True
Bullying,muka tutup panci wkwkekek jelek nya sampai ubun ubun,"""Itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun""",0.0,False
Non-bullying,xrickolim smngat terus bro tiada manusia yang sempurna kamu bangkit n gbu keepstrong,"""@xrickolim smngat trus bro tiada manusia yg sempurna kmu pasti bisa bangkit n jadi lebih baik GBU keepstrong""",1.0,False
Bullying,bodoh anak orang sudah tidak perawan noh gara kamu wkwkw,"""bego anak orang udah ga perawan noh gara"" lu wkwkw""",0.0,True
Bullying,frustasi habis uangnya kasihannn,"""Frustasi..Sudah habis uangnya..Kasihannn""",0.0,False
Non-bullying,bro kamu yang ngehujat erick tetapi masalah sok keras,"""Bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras""",1.0,False
Non-bullying,semangat rick usaha barunya,"""Semangat Rick untuk usaha barunya""",1.0,False
Bullying,hadehh muka kaya tong sampah,"""Hadehh muka kaya tong sampah .""",0.0,True
Non-bullying,sekali omongan kasar tobat kawan kawan comment kasar nya,"""banyak banget omongan kasar disini, tobat lah kawan kawan.. cukup comment kasar nya""",1.0,False
Bullying,ni orang jelek tidak obat jj liat ya,"""Ni org jelek ga ada obat.kok jj mau liat apa ya..""",0.0,False
Non-bullying,semangat bang orang ngejudge kamu peduliin,"""Semangat bang, walaupun banyak orang yang ngejudge lu. Jangan peduliin mereka""",1.0,False
Non-bullying,tuhan yesus semangat rick,"""Tuhan yesus baik semangat rick""",1.0,False
Non-bullying,balas komen hate bang bikin sakit jempol mending berkarya,"""Jangan di bales komen hate bang bikin sakit jempol, mending lanjut berkarya:)""",1.0,False
Bullying,eh kamu nyadar tidak sudah dekil tatoan nya kaya daki haha,"""Eh lo nyadar ga ? Udah dekil terus tatoan, jadi nya kaya daki haha""",0.0,False
Bullying,jelek dapat selingkuhan jelek keren yaa imbang wkkw,"""jelek dapet selingkuhan jelek juga keren yaa imbang wkkw""",0.0,False
Non-bullying,ngehina fisik ni orang tidak benar ya wkwkwkwk,"""Wah ngehina fisik ni orang,ga bener ya wkwkwkwk""",1.0,False
Bullying,bunuh sono goblox,"""BUNUH DIRI LAH SONO GOBLOX""",0.0,False
Non-bullying,sabar komentar ujian,"""Sabar semua komentar ini ujian""",1.0,False
Non-bullying,santai rick yang ngehujat kamu belum tahu perjalanan hidup kamu saja sok suci,"""Santai rick yg ngehujat lo belom tau perjalanan hidup lo aja! Mereka hanya sok suci!""",1.0,False
Non-bullying,sabar yah tetap semangat ngejar karirnya dengerin orang ngebacot komen saja,"""Yang sabar yah,tetep semangat ngejar karirnya jangan dengerin kata orang mereka Cuma bisa ngebacot di komen doank""",1.0,False
Bullying,erick masuk neraka jalur selingkuh bos,"""Erick masuk neraka jalur selingkuh bos""",0.0,False
Non-bullying,terus berkarya brd titik seperti,"""Trs berkarya walaupun brd di titik sprti ini""",1.0,False
Non-bullying,stop ngatain orang kamu yang ngatain orang ngaca dulu ngatain mirip suci saja hidup kamu,"""Stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada""",1.0,False
Non-bullying,ngatain sepertinya idupnya gapernag bikin kesalahan,"""Yang ngatain keknya idupnya gapernag bikin kesalahan""",1.0,False
Bullying,gila kamu karena tidak laku youtube,"""Jadi gila kau rupanya karna gak laku lagi di YouTube""",0.0,True
Bullying,kasihan yah sudah stress,"""Kasian yah sdh stress banyak masalah""",0.0,False
Bullying,jatohnya kek ajg sih rikkk,"""Kok jatohnya malah kek ajg sih rikkk""",0.0,False
Bullying,karir turun autis kasihan hahah,"""Karir turun jadi autis kasian hahah""",0.0,True
Non-bullying,erick kek gini saya kangenin keep itu up bruuh,"""erick yang kek gini yang gua kangenin, keep it up bruuh""",1.0,False
Bullying,sudah autis iya bagi awokawkk,"""Udah mau autis iya bg awokawkk""",0.0,True
Bullying,kasihan muda sudah stresss,"""Kasian masih muda udah stresss""",0.0,False
Non-bullying,komen yang support ketutup yang hate bgst memang ig,"""Banyak komen yg support malah ketutup yg hate bgst emang IG""",1.0,False
Non-bullying,maudy cantik na natural bnr2 cantik sangat cantik dalam,"""Maudy cantik na natural bnr2 cantik bgt, cantik luar dlm""",1.0,False
Non-bullying,bikin konten youtube student life at standford maudyayunda s1 at oxford fansmu tunggu nih,"""Bikin konten YouTube Student life at standford @maudyayunda seperti waktu S1 at Oxford. Fansmu pada nungguin nih.""",1.0,False
Non-bullying,aura orang pintar memang shining ya bun hy_dindut,"""Aura org pinter emg shining ya bun @hy_dindut""",1.0,False
Non-bullying,paket lengkap deh sudah cantik pintar,"""Paket lengkap deh.. udh cantik pintar lagi""",1.0,False
Non-bullying,sukaa sangat sama artis tidak neko2 natural bngett,"""Sukaa bnget sm artis ini? nggak neko2.. dan natural bngett""",1.0,False
Non-bullying,cantik pintar bertalenta orangtua yang tidak ingin anak seperti mba maudy,"""Cantik, pintar bertalenta, ortu mana yg gak kepengen punya anak kyk mba maudy""",1.0,False
Bullying,idih mak lampir dibanding uya ma kamu kamu butiran debu kamu dikenal bacot rajin2 ngaca deh,"""Idih mak lampir, dibanding uya ma lu, lu bagaikan butiran debu,, lu dikenal karena bacot? rajin2 ngaca deh""",0.0,True
Bullying,anjirlah muka kamu kek kuntilanak sok cantik,"""Anjirlah muka lo kek kuntilanak malah sok cantik""",0.0,False
Bullying,mbak cadel yang bangga cadelnya sih kasihan karena cadel jijik tidak bisu saja,"""Mbak cadel yg bangga dengan cadelnya,, Harusnya sih kasihan karna cadel tapi lama"" jadi jijik kenapa gak sekalian bisu aja""",0.0,True
Non-bullying,sudah pintar cantik tidak kebanyakan tingkah perfect,"""Uda pinter, cantik gak kebanyakan tingkah. Perfect""",1.0,False
Non-bullying,hati hati mody jaga jaga serangan brutal rasisme wajahmu sekilas onnie2 korea waspada,"""Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie2 korea. Tetap waspada""",1.0,False
Non-bullying,bikin konten youtube daily activity stanford kak maudyayunda,"""Bikin konten Youtube daily activity di Stanford dong kak @maudyayunda""",1.0,False
Non-bullying,motivasi aku ka maudy cantipp sangat,"""Motivasi ku ka Maudy cantipp bngt""",1.0,False
Non-bullying,semoga kecerdasan mbak maudy bermanfaat agama nusa bangsa aamiin,"""Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin""",1.0,False
Non-bullying,damage nya cewek pintar tidak ada lawann,"""Damage nya cewek pinter gada lawann""",1.0,False
Bullying,cantikan berisi kurus sangat kurus auranya,"""cantikan waktu berisi dulu? sekarang kurus bgt, kurus begini auranya kurang""",0.0,False
Bullying,cantik sih sayang kurus ya padahl sudah nikah kamu bahagia pernikahannya,"""cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?""",0.0,False
Non-bullying,good vibes lapar,"""masih good vibes walaupun sedang lapar""",1.0,False
Non-bullying,kakak cantik sangat bismillah cerdasnya nular,"""kakak cantik bgt bismillah cerdasnya nular""",1.0,False
Bullying,bodoh kamu alam semesta seisinya serentak murka mendengarkan lagumu,"""Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu""",0.0,True
Non-bullying,dua2 nya cantik sekali masya allah,"""Dua2 nya cantik banget masya Allah""",1.0,False
Non-bullying,ka nisa ariana grande,"""ka nisa mirip ariana grande masa""",1.0,False
Non-bullying,adiknya kak maudy cantik pintar aura positifnya ramah lemah lembut rajin sholeha,"""Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha""",1.0,False
Non-bullying,sekilas yang abu ariana grande haha,"""Sekilas yg abu mirip ariana grande haha""",1.0,False
Non-bullying,nya ariana grande,"""Yang satu nya mirip Ariana grande""",1.0,False
Non-bullying,kakak adik cantik ya suka duanya,"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""",1.0,False
Non-bullying,rambutnya kak modd bagussss hitam berkilauu,"""Rambutnya kak modd bagussss? Item berkilauu""",1.0,False
Non-bullying,cantik congrats kak msuk nominsi tc candler,"""Cantik semua congrats kak msuk nominsi tc candler""",1.0,False
Non-bullying,maudy enak bet sudah cantik iya pintar iya,"""Maudy enak bet dah cantik iya pinter iya""",1.0,False
Non-bullying,kukira dedeknya berdiri mukul bang jer pakai ukulele salah salah,"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele? ternyata aku salah salah :""""",1.0,False
Non-bullying,bang jerome kalau nyanyiny kek gini bagus suaranya ganyangkaaa,"""Bang jerome KLO nyanyiny kek gini bagus suaranya ganyangkaaa""",1.0,False
Non-bullying,sutan lucu menggemaskan,"""Sutan kamu sangat lucu dan menggemaskan""",1.0,False
Non-bullying,bang vidio bareng sutan kayaknya senang ama bang jerom,"""Bang sering-sering dong buat vidio bareng sutan dia kayanya juga seneng ama bang jerom""",1.0,False
Non-bullying,kalau jeromepoline video berdua saja seharian anak hahah lucu gimana riwehnya,"""Klu @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahah lucu juga gimana riwehnya""",1.0,False
Bullying,muka kamu cabul sekali sih bagi hahah,"""Muka lu kok cabul banget sih bg hahah""",0.0,False
Bullying,raut mukanya saja sudah orang kalah judi makan enak,"""Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak""",0.0,False
Non-bullying,kak jerome mirip boneka tahu hahah,"""Kak jerome kayak boneka tau hahah""",1.0,False
Non-bullying,mukbang makanan sehat kak salad jepang gituuu,"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""",1.0,False
Non-bullying,yakinin niatnya bagi semoga sukses,"""Yakinin dulu niatnya bg? Semoga sukses""",1.0,False
Non-bullying,bang nonton kerja jepang bermanfaat sangat kontennya jadi gampang kalau cari jepang,"""Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang""",1.0,False
Non-bullying,hanya rumus diet yang tidak dipecahka ya bang,"""Cuman rumus diet ini yg ga bisa dipecahka ya bang?""",1.0,False
Non-bullying,perut maju tetapi semangat maju,"""Perut makin maju tpi semangat jangan tak maju""",1.0,False
Non-bullying,pantas kak jessica bilang bang jerom beruang wkwkwk,"""Pantesan kak Jessica bilang bang jerom beruang wkwkwk""",1.0,False
Non-bullying,aduhh susah kalau urusan sma jerome rumus matematika bahasannya daya diriku yang suka bahas inggris daripada matematika,"""Aduhh susah klo urusan sma Jerome rumus matematika terus bahasannya? Apakah daya diriku yg lebih suka bhs Inggris drpd matematika""",1.0,False
Non-bullying,kaya tulus ya mukanya kalau diliat2,"""Kaya tulus ya mukanya klo diliat2""",1.0,False
Non-bullying,kak jerome trik biar paham cepat rumus matematika dung,"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""",1.0,False
Non-bullying,x baca caption mikir pakai kalkulator cuyyy hahaha,"""Baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha""",1.0,False
Non-bullying,sumpah si kak kemeja jeans bikin kelihatan seger sangat mantap mantap,"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""",1.0,False
Non-bullying,ama aktor korea yang main film reply 1988 yang kaka nya jung hwan wkwk,"""Mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk""",1.0,False
Non-bullying,iya bang jer berbeda kalau pakai style mirip gini fresh anak gaul,"""iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul""",1.0,False
Non-bullying,kalau style gini pas begitu bang sma umur kamu yang masih muda kelihatan lebih fresh saja sesuai sma umur,"""Klo style ke gini pas gitu bang sma umur lu yg msh muda keliatan lbh fresh aja sesuai sma umur""",1.0,False
Non-bullying,dewasa imutt aih cipaaaaaa,"""Kok makin dewasa makin imutt aih cipaaaaaa""",1.0,False
Non-bullying,maniss bangettt pengen sudah senyuman manis mirip ka syifaaa,"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""",1.0,False
Non-bullying,nih orang manis sangat sihh tidak ngerti,"""Nih orang manis bnget sihh ga ngerti lagi""",1.0,False
Non-bullying,kakak pintar nyanyi ya syifahadjureal suaranya bagus kak,"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""",1.0,False
Non-bullying,tidak salah kalau kak syifa cantik mamahnya saja cantik bgtt jujurr,"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""",1.0,False
Non-bullying,lelaki yang kamu lelaki yang beruntung,"""Lelaki yg mendapatkan km. Adalah lelaki yg beruntung.""",1.0,False
Non-bullying,sangat ayahmu kalau adikmu sangat mamamu,"""Kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu""",1.0,False
Non-bullying,kakak sudah cantik sii cantikan kalau pakai hijab,"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""",1.0,False
Non-bullying,gemeshh kaya pengen cubit,"""Gemeshh rasanya kaya aku pengen cubit""",1.0,False
Non-bullying,angelkmgi cute sih ganteng parah masih juga,"""@angelkmgi ini paling cute sih, ganteng parah msh kecil jg""",1.0,False
Bullying,pengen saya pacul mulut kamu woii anjeng busuk,"""Pengen gw pacul mulut lo!! woii anjeng busuk""",0.0,False
Non-bullying,bilang orang-orang artis cewek yang menurutku cantik syifa ziu,"""Sering blg ke org2 artis cewek yg menurutku paling cantik syifa sama ziu""",1.0,False
Non-bullying,ka cipa itu sudah cantik manis sangat manisnya itu nglebihin gula,"""Ka cipa tu uda cantik, baik, manis bgt pula, manisnya tu nglebihin gula""",1.0,False
Non-bullying,sekilas cantikkan syifa,"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""",1.0,False
Non-bullying,setuju tidak sih si tetap cntik sangat tidak pakai pakai up tidak pakai pakai up pucet sangat seperti tidak makan setahunn,"""Setuju g sih? Si dia tetep cntik bgt meski g pke make up? lah aku g pke make up pucet bgt kyk g makan setahunn""",1.0,False
Non-bullying,dahlahh memang cantik kamu cippp,"""dahlahh emang cantik luar dalam kmu ini cippp""",1.0,False
Non-bullying,muka cantik pakai up hini bahagia sangat kali ya yang suaminya liat bidadari harinya,"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""",1.0,False
Non-bullying,suka bgtt sama kak cipaa orangnya humble sama orang temannya,"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",1.0,False
Non-bullying,artis remaja indonesia yang manis sangat kalau senyum deh perasaan yang nempel hati,"""Artis remaja di Indonesia yg manis bgt kalo senyum Cuma dia deh perasaan yg nempel di hati""",1.0,False
Non-bullying,doakan perempuan yang bernama nagita sehat bahagia lahir batin sayang sama,"""Aku doakan perempuan baik yg bernama Nagita selalu sehat, bahagia lahir batin, dan banyak yang sayang sm dia..""",1.0,False
